DARLING SOUTH,The Currajong School,,,,,,,,,,,,,,,,,,,,,,
MIRBOO NORTH,Mirboo North Primary School,Mirboo North Secondary College,,,,,,,,,,,,,,,,,,,,,
YINNAR,Yinnar Primary School,Traralgon College Hazelwood Estate,Morwell Park Primary School-Hazelwood Estate,,,,,,,,,,,,,,,,,,,,
NEERIM SOUTH,Neerim South Primary School,Neerim District Secondary College,,,,,,,,,,,,,,,,,,,,,
IVANHOE,Ivanhoe Primary School,Mary Immaculate School,St Bernadette's School,Ivanhoe Grammar School,Ivanhoe Girls' Grammar School,,,,,,,,,,,,,,,,,,
PORTARLINGTON,Portarlington Primary School,,,,,,,,,,,,,,,,,,,,,,
LABERTOUCHE,Labertouche Primary School,,,,,,,,,,,,,,,,,,,,,,
DIGGERS REST,Diggers Rest Primary School,,,,,,,,,,,,,,,,,,,,,,
LONGWARRY,Longwarry Primary School,,,,,,,,,,,,,,,,,,,,,,
GEMBROOK,Gembrook Primary School,,,,,,,,,,,,,,,,,,,,,,
WURRUK,Wurruk Primary School,,,,,,,,,,,,,,,,,,,,,,
WILLOW GROVE,Willow Grove Primary School,,,,,,,,,,,,,,,,,,,,,,
HODDLES CREEK,Hoddles Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
BEACONSFIELD UPPER,Beaconsfield Upper Primary School,,,,,,,,,,,,,,,,,,,,,,
CONGUPNA,Congupna Primary School,,,,,,,,,,,,,,,,,,,,,,
REDESDALE,Redesdale Mia Mia Primary School,,,,,,,,,,,,,,,,,,,,,,
MALVERN EAST,Malvern Primary School,Lloyd Street Primary School,Malvern Valley Primary School,St Mary's School,Holy Eucharist School,,,,,,,,,,,,,,,,,,
LAUNCHING PLACE,Launching Place Primary School,,,,,,,,,,,,,,,,,,,,,,
CARLTON,Carlton Gardens Primary School,Carlton Primary School,SEDA College (Victoria) - Cricket Australia -  Carlton,,,,,,,,,,,,,,,,,,,,
ASCOT VALE,Ascot Vale Primary School,Ascot Vale West Primary School,Ascot Vale Special School,St Mary's School,Parkville College-Ascot Vale Secure Welfare Campus,Baltara School Ascot Vale Secure Welfare Campus,SEDA College (Victoria) - Netball Ascot Vale,,,,,,,,,,,,,,,,
BOOLARRA,Boolarra Primary School,,,,,,,,,,,,,,,,,,,,,,
ROSEBUD,Rosebud Primary School,Eastbourne Primary School,Rosebud Secondary College,Padua College - Rosebud Campus,Our Lady of Fatima School,,,,,,,,,,,,,,,,,,
KOO WEE RUP,Koo Wee Rup Primary School,Koo Wee Rup Secondary College,St John the Baptist's School,,,,,,,,,,,,,,,,,,,,
MOUNT MARTHA,Osborne Primary School,Mount Martha Primary School,Balcombe Grammar School,Yea High School-The Briars,,,,,,,,,,,,,,,,,,,
SOMERVILLE,Somerville Primary School,Somerville Rise Primary School,Somerville Secondary College,St Brendan's School,,,,,,,,,,,,,,,,,,,
WILLAURA,Willaura Primary School,,,,,,,,,,,,,,,,,,,,,,
LAKES ENTRANCE,Lakes Entrance Primary School,Lakes Entrance Secondary College,St Brendan's School,,,,,,,,,,,,,,,,,,,,
MYRRHEE,Myrrhee Primary School,,,,,,,,,,,,,,,,,,,,,,
DEVON NORTH,Devon North Primary School,,,,,,,,,,,,,,,,,,,,,,
LONGWOOD,Longwood Primary School,,,,,,,,,,,,,,,,,,,,,,
FORREST,Forrest Primary School,,,,,,,,,,,,,,,,,,,,,,
FAIRFIELD,Fairfield Primary School,,,,,,,,,,,,,,,,,,,,,,
NILMA,Nilma Primary School,,,,,,,,,,,,,,,,,,,,,,
GARFIELD,Garfield Primary School,,,,,,,,,,,,,,,,,,,,,,
YINNAR SOUTH,Yinnar South Primary School,,,,,,,,,,,,,,,,,,,,,,
BRUNSWICK EAST,Brunswick South Primary School,Brunswick East Primary School,Our Lady Help of Christians School,,,,,,,,,,,,,,,,,,,,
ORBOST,Orbost Primary School,Orbost North Primary School,Orbost Secondary College,St Joseph's School,Orbost Secondary College-Community VCAL Campus,,,,,,,,,,,,,,,,,,
INVERLOCH,Inverloch Primary School,,,,,,,,,,,,,,,,,,,,,,
SURREY HILLS,Surrey Hills Primary School,Chatham Primary School,Our Holy Redeemer School,Our Lady of Perpetual Succour School,,,,,,,,,,,,,,,,,,,
SOUTH MELBOURNE,Montague Continuing Education Centre,Galilee Regional Catholic Primary School,Hester Hornbrook Academy,,,,,,,,,,,,,,,,,,,,
STRATHMERTON,Strathmerton Primary School,,,,,,,,,,,,,,,,,,,,,,
LAHARUM,Laharum Primary School,,,,,,,,,,,,,,,,,,,,,,
WALWA,Walwa Primary School,,,,,,,,,,,,,,,,,,,,,,
MIDDLE PARK,Middle Park Primary School,,,,,,,,,,,,,,,,,,,,,,
SEVILLE,Seville Primary School,,,,,,,,,,,,,,,,,,,,,,
YARRAVILLE,Yarraville West Primary School,Kingsville Primary School,Wembley Primary School,Yarraville Special Developmental School,St Augustine's School,,,,,,,,,,,,,,,,,,
TANJIL SOUTH,Tanjil South Primary School,,,,,,,,,,,,,,,,,,,,,,
POMONAL,Pomonal Primary School,,,,,,,,,,,,,,,,,,,,,,
GLENGARRY,Glengarry Primary School,,,,,,,,,,,,,,,,,,,,,,
CARNEGIE,Carnegie Primary School,,,,,,,,,,,,,,,,,,,,,,
LANG LANG,Lang Lang Primary School,,,,,,,,,,,,,,,,,,,,,,
MOONEE PONDS,Moonee Ponds West Primary School,Moonee Ponds Primary School,St Monica's Primary School,Penleigh & Essendon Grammar School - Moonee Ponds Campus,SEDA College (Victoria) - FFV Moonee Ponds,,,,,,,,,,,,,,,,,,
MITCHAM,Mitcham Primary School,Antonio Park Primary School,Rangeview Primary School,Mullauna Secondary College,St John's School,,,,,,,,,,,,,,,,,,
LOCH,Loch Primary School,,,,,,,,,,,,,,,,,,,,,,
BLACKBURN,Blackburn Primary School,Blackburn Lake Primary School,Laburnum Primary School,Blackburn High School,St Thomas the Apostle School,,,,,,,,,,,,,,,,,,
NEWMERELLA,Newmerella Primary School,,,,,,,,,,,,,,,,,,,,,,
PORT MELBOURNE,Port Melbourne Primary School,Port Phillip Specialist School,Albert Park College-Environmental Arts Hub,,,,,,,,,,,,,,,,,,,,
HAWTHORN EAST,Auburn Primary School,Auburn South Primary School,Alia College,Auburn High School,Swinburne Senior Secondary College-Camberwell Road Campus,SEDA College (Victoria),,,,,,,,,,,,,,,,,
MENTONE,Mentone Primary School,Mentone Park Primary School,Mentone Girls Secondary College,Kilbreda College,St Patrick's School,St Bede's College,Mentone Grammar School,Mentone Girls' Grammar School,,,,,,,,,,,,,,,
GRUYERE,Gruyere Primary School,,,,,,,,,,,,,,,,,,,,,,
RESEARCH,Research Primary School,,,,,,,,,,,,,,,,,,,,,,
PEARCEDALE,Pearcedale Primary School,Pearcedale Primary School-Pearcedale Deaf Facility,,,,,,,,,,,,,,,,,,,,,
LINDENOW SOUTH,Lindenow South Primary School,,,,,,,,,,,,,,,,,,,,,,
THORPDALE,Thorpdale Primary School,,,,,,,,,,,,,,,,,,,,,,
ST ALBANS,St Albans Primary School,St Albans East Primary School,St Albans North Primary School,University Park Primary School,St Albans Heights Primary School,Jackson School,Stevensville Primary School,St Albans Meadows Primary School,Kings Park Primary School,St Albans Secondary College,Victoria University Secondary College,Sacred Heart School,Catholic Regional College St Albans,St Albans East Primary School-St Albans East Deaf Facility,,,,,,,,,
LEONGATHA,Leongatha Primary School,South Gippsland Specialist School,Leongatha Secondary College,St Laurence O'Toole School,Mary MacKillop Catholic Regional College,Chairo Christian School - Leongatha Campus,Community College Gippsland Ltd - ECG College Leongatha,,,,,,,,,,,,,,,,
JEPARIT,Jeparit Primary School,,,,,,,,,,,,,,,,,,,,,,
TOORAK,Toorak Primary School,Loreto Mandeville Hall,St Kevin's College,St Kevin's College - Glendalough,St Catherine's School,Geelong Grammar School - Glamorgan Campus,,,,,,,,,,,,,,,,,
BAXTER,Baxter Primary School,,,,,,,,,,,,,,,,,,,,,,
FISH CREEK,Fish Creek and District Primary School,,,,,,,,,,,,,,,,,,,,,,
METUNG,Metung Primary School,,,,,,,,,,,,,,,,,,,,,,
NEWHAVEN,Newhaven Primary School,Newhaven College,,,,,,,,,,,,,,,,,,,,,
HALLS GAP,Halls Gap Primary School,,,,,,,,,,,,,,,,,,,,,,
TALLYGAROOPNA,Tallygaroopna Primary School,,,,,,,,,,,,,,,,,,,,,,
ORMOND,Ormond Primary School,Mckinnon Primary School,Katandra School,St Kevin's School,Kilvington Grammar School,,,,,,,,,,,,,,,,,,
KORUMBURRA,Korumburra Primary School,Korumburra Secondary College,St Joseph's School,,,,,,,,,,,,,,,,,,,,
CRIB POINT,Crib Point Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
PASCOE VALE,Pascoe Vale Primary School,Westbreen Primary School,Pascoe Vale North Primary School,Pascoe Vale Girls Secondary College,St Oliver Plunkett's School,,,,,,,,,,,,,,,,,,
FLOWERDALE,Flowerdale Primary School,,,,,,,,,,,,,,,,,,,,,,
OCEAN GROVE,Ocean Grove Primary School,Surfside Primary School,Bellarine Secondary College-Ocean Grove Campus,Our Lady Star of the Sea School,,,,,,,,,,,,,,,,,,,
BEULAH,Beulah Primary School,,,,,,,,,,,,,,,,,,,,,,
TYABB,Tyabb Primary School,Tyabb Railway Station Primary School,Flinders Christian Community College,Padua College - Tyabb campus,,,,,,,,,,,,,,,,,,,
THORNBURY,Wales Street Primary School,Penders Grove Primary School,Thornbury Primary School,Distance Education Centre Victoria,Thornbury High School,St Mary's School,Holy Spirit School,Croxton Special School-Transition Learning Centre,Fitzroy Community School - Thornbury Campus,Victorian School Of Languages,,,,,,,,,,,,,
SANDY CREEK,Upper Sandy Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
KEW EAST,Kew East Primary School,Kew High School,St Anne's School,,,,,,,,,,,,,,,,,,,,
NICHOLS POINT,Nichols Point Primary School,,,,,,,,,,,,,,,,,,,,,,
HOPETOUN,Hopetoun P-12 College-Primary Campus,Hopetoun P-12 College,St Joseph's School,,,,,,,,,,,,,,,,,,,,
IRYMPLE,Irymple Primary School,Irymple South Primary School,Irymple Secondary College,Henderson College,Mildura Christian College,,,,,,,,,,,,,,,,,,
EAGLE POINT,Eagle Point Primary School,,,,,,,,,,,,,,,,,,,,,,
YARRA JUNCTION,Yarra Junction Primary School,Upper Yarra Secondary College,St Joseph's School,Little Yarra Steiner School,Cire Community School,Caulfield Grammar School - Yarra Junction Campus,Cire Community School - Yarra Junction Campus,,,,,,,,,,,,,,,,
SASSAFRAS,Sassafras Primary School,Sherbrooke Community School,,,,,,,,,,,,,,,,,,,,,
FERNY CREEK,Ferny Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
TOOLANGI,Toolangi Primary School,,,,,,,,,,,,,,,,,,,,,,
WONGA PARK,Wonga Park Primary School,,,,,,,,,,,,,,,,,,,,,,
KINGLAKE WEST,Kinglake West Primary School,,,,,,,,,,,,,,,,,,,,,,
MONBULK,Monbulk Primary School,Monbulk College,St Paul's School,Mountain District Christian School,,,,,,,,,,,,,,,,,,,
LAKE BOGA,Lake Boga Primary School,,,,,,,,,,,,,,,,,,,,,,
CHUM CREEK,Chum Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
MOUNT DANDENONG,Mount Dandenong Primary School,,,,,,,,,,,,,,,,,,,,,,
NULLAWIL,Nullawil Primary School,,,,,,,,,,,,,,,,,,,,,,
KINGLAKE CENTRAL,Middle Kinglake Primary School,,,,,,,,,,,,,,,,,,,,,,
POINT LONSDALE,Point Lonsdale Primary School,,,,,,,,,,,,,,,,,,,,,,
KONGWAK,Kongwak Primary School,,,,,,,,,,,,,,,,,,,,,,
CLARINDA,Clarinda Primary School,Heatherton Christian College,,,,,,,,,,,,,,,,,,,,,
CHELSEA HEIGHTS,Chelsea Heights Primary School,,,,,,,,,,,,,,,,,,,,,,
WALLINGTON,Wallington Primary School,,,,,,,,,,,,,,,,,,,,,,
TECOMA,Tecoma Primary School,,,,,,,,,,,,,,,,,,,,,,
TORQUAY,Torquay P-6 College,St Therese School,Surf Coast Secondary College,,,,,,,,,,,,,,,,,,,,
NOORINBEE,Noorinbee Primary School,,,,,,,,,,,,,,,,,,,,,,
WOOMELANG,Woomelang Group School,,,,,,,,,,,,,,,,,,,,,,
EMERALD,Emerald Primary School,Emerald Secondary College,Dandenong Ranges Steiner School,,,,,,,,,,,,,,,,,,,,
CARRUM,Carrum Primary School,,,,,,,,,,,,,,,,,,,,,,
NYORA,Nyora Primary School,,,,,,,,,,,,,,,,,,,,,,
EXFORD,Exford Primary School,,,,,,,,,,,,,,,,,,,,,,
ULTIMA,Ultima Primary School,,,,,,,,,,,,,,,,,,,,,,
MOUNT WAVERLEY,Mount Waverley Primary School,Mount Waverley Heights Primary School,Pinewood Primary School,Essex Heights Primary School,Syndal South Primary School,Mount Waverley North Primary School,Mount Waverley Secondary College,Mount Waverley Secondary College-Junior Campus,Holy Family School,Avila College,Huntingtower School,,,,,,,,,,,,
MARLO,Marlo Primary School,The Alpine School-Snowy River Campus,,,,,,,,,,,,,,,,,,,,,
MURRUMBEENA,Murrumbeena Primary School,St Patrick's School,,,,,,,,,,,,,,,,,,,,,
WESBURN,Wesburn Primary School,,,,,,,,,,,,,,,,,,,,,,
KOORLONG,Koorlong Primary School,,,,,,,,,,,,,,,,,,,,,,
WARRANWOOD,Warranwood Primary School,Melbourne Rudolf Steiner School,,,,,,,,,,,,,,,,,,,,,
WILLOWMAVIN,Willowmavin Primary School,,,,,,,,,,,,,,,,,,,,,,
OLINDA,Olinda Primary School,,,,,,,,,,,,,,,,,,,,,,
CARLISLE RIVER,Carlisle River Primary School,,,,,,,,,,,,,,,,,,,,,,
MALLACOOTA,Mallacoota P-12 College,Methodist Ladies' College - Mallacoota Campus,,,,,,,,,,,,,,,,,,,,,
LANGWARRIN,Langwarrin Primary School,Langwarrin Park Primary School,Woodlands Primary School,Elisabeth Murdoch College,St Jude's School,,,,,,,,,,,,,,,,,,
COCKATOO,Cockatoo Primary School,,,,,,,,,,,,,,,,,,,,,,
BELGRAVE SOUTH,Belgrave South Primary School,,,,,,,,,,,,,,,,,,,,,,
HILLSIDE,Sydenham - Hillside Primary School-Hillside Campus,Parkwood Green Primary School,Cana Catholic Primary School,,,,,,,,,,,,,,,,,,,,
CANTERBURY,Canterbury Primary School,Camberwell High School,Canterbury Girls Secondary College,Strathcona Baptist Girls' Grammar,Strathcona Baptist Girls' Grammar - Primary Campus,Camberwell Grammar School,Camberwell Girls Grammar School,Camberwell Girls Grammar School - Junior Campus,,,,,,,,,,,,,,,
CABARITA,The Lake Primary School,,,,,,,,,,,,,,,,,,,,,,
BRUNSWICK WEST,Brunswick North Primary School,Brunswick South West Primary School,Brunswick North West Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,
FAWKNER,Fawkner Primary School,Moomba Park Primary School,John Fawkner Secondary College,St Mark's School,St Matthew's School,Darul Ulum College of Victoria,John Fawkner Secondary College-Sports Learning Centre,,,,,,,,,,,,,,,,
ALPHINGTON,Alphington Primary School,St Anthony's School,Alphington Grammar School,,,,,,,,,,,,,,,,,,,,
BONA VISTA,Bona Vista Primary School,,,,,,,,,,,,,,,,,,,,,,
CARRUM DOWNS,Banyan Fields Primary School,Rowellyn Park Primary School,Carrum Downs Secondary College,St Joachim's School,Flinders Christian Community College - Carrum Downs Campus,,,,,,,,,,,,,,,,,,
BUNDOORA,Norris Bank Primary School,Bundoora Primary School,Concord School,Bundoora Secondary College,Parade College,St Damian's School,Northside Christian College,,,,,,,,,,,,,,,,
MACCLESFIELD,Macclesfield Primary School,,,,,,,,,,,,,,,,,,,,,,
BLACK ROCK,Black Rock Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
MOUNT EVELYN,Mount Evelyn Primary School,Birmingham Primary School,Yarra Ranges Special Developmental School,Yarra Hills Secondary College-Mount Evelyn Campus,St Mary's School,Mount Evelyn Christian School,Cire Community School - Mt Evelyn Campus,,,,,,,,,,,,,,,,
KILSYTH,Kilsyth Primary School,Gladesville Primary School,St Richard's Primary School,Ghilgai School,,,,,,,,,,,,,,,,,,,
SPOTSWOOD,Spotswood Primary School,St Margaret Mary's School,,,,,,,,,,,,,,,,,,,,,
CLYDE,Clyde Primary School,,,,,,,,,,,,,,,,,,,,,,
CLIFTON CREEK,Clifton Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
KENNINGTON,Kennington Primary School,St Therese's School,Kennington Primary School-Bendigo Deaf Facility,,,,,,,,,,,,,,,,,,,,
CARDINIA,Cardinia Primary School,,,,,,,,,,,,,,,,,,,,,,
GRAHAMVALE,Grahamvale Primary School,,,,,,,,,,,,,,,,,,,,,,
GLEN HUNTLY,Glen Huntly Primary School,St Anthony's School,Noble Park English Language School-Stonnington Glen Eira Campus,,,,,,,,,,,,,,,,,,,,
NANNEELLA,Nanneella Estate Primary School,,,,,,,,,,,,,,,,,,,,,,
WANTIRNA,Wantirna Primary School,Regency Park Primary School,Templeton Primary School,Wantirna College,St Luke's School,,,,,,,,,,,,,,,,,,
MELTON SOUTH,Melton South Primary School,Coburn Primary School,Staughton College,St Anthony's School,Melton Secondary College-CaLM  Link up Campus,Al Iman College,,,,,,,,,,,,,,,,,
CHELSEA,Chelsea Primary School,St Joseph's School,Westall Secondary College-LEEP Chelsea,,,,,,,,,,,,,,,,,,,,
NOWA NOWA,Nowa Nowa Primary School,,,,,,,,,,,,,,,,,,,,,,
HAMPTON,Hampton Primary School,St Mary's School,,,,,,,,,,,,,,,,,,,,,
BALLIANG EAST,Balliang East Primary School,,,,,,,,,,,,,,,,,,,,,,
EDITHVALE,Edithvale Primary School,,,,,,,,,,,,,,,,,,,,,,
ORRVALE,Orrvale Primary School,,,,,,,,,,,,,,,,,,,,,,
UNDERBOOL,Underbool Primary School,,,,,,,,,,,,,,,,,,,,,,
CAULFIELD NORTH,Caulfield Junior College,Oakwood School,Melbourne Grammar School - Grimwade Campus,,,,,,,,,,,,,,,,,,,,
SEAFORD,Seaford Primary School,Nepean Special School,Belvedere Park Primary School,Seaford North Primary School,Seaford Park Primary School,Kananook Primary School,Patterson River Secondary College,St Anne's School,Seaford Primary School-Seaford Special Assistance Unit,SEDA College (Victoria) - AFL -  Seaford,,,,,,,,,,,,,
MURRABIT,Murrabit Group School,,,,,,,,,,,,,,,,,,,,,,
WEST FOOTSCRAY,Footscray West Primary School,Rosamond Special School Olympia Street Campus,,,,,,,,,,,,,,,,,,,,,
BRIGHTON EAST,Gardenvale Primary School,Brighton Secondary College,St Finbar's School,St Leonard's College,Melbourne Montessori School - Brighton East Campus,,,,,,,,,,,,,,,,,,
BEAUMARIS,Beaumaris Primary School,Beaumaris North Primary School,Stella Maris School,,,,,,,,,,,,,,,,,,,,
CANN RIVER,Cann River P-12 College,,,,,,,,,,,,,,,,,,,,,,
ALTONA,Altona Primary School,Altona P-9 College,St Mary's School,Mount St Joseph Girls' College,,,,,,,,,,,,,,,,,,,
DEVON MEADOWS,Devon Meadows Primary School,,,,,,,,,,,,,,,,,,,,,,
UPPER FERNTREE GULLY,Upper Ferntree Gully Primary School,,,,,,,,,,,,,,,,,,,,,,
EILDON,Eildon Primary School,,,,,,,,,,,,,,,,,,,,,,
BITTERN,Bittern Primary School,,,,,,,,,,,,,,,,,,,,,,
COLBINABBIN,Colbinabbin Primary School,,,,,,,,,,,,,,,,,,,,,,
STANHOPE,Stanhope Primary School,,,,,,,,,,,,,,,,,,,,,,
HURSTBRIDGE,Hurstbridge Primary School,,,,,,,,,,,,,,,,,,,,,,
ELWOOD,Elwood Primary School,Elwood College,St Columba's School,Yesodei HaTorah College,,,,,,,,,,,,,,,,,,,
MONT ALBERT,Mont Albert Primary School,,,,,,,,,,,,,,,,,,,,,,
DHURRINGILE,Dhurringile Primary School,,,,,,,,,,,,,,,,,,,,,,
STRATHEWEN,Strathewen Primary School,,,,,,,,,,,,,,,,,,,,,,
DON VALLEY,Don Valley Primary School,,,,,,,,,,,,,,,,,,,,,,
RESERVOIR,Reservoir Primary School,Reservoir East Primary School,Reservoir West Primary School,Northern School For Autism,Reservoir Views Primary School,William Ruthven Primary School,Reservoir High School,William Ruthven Secondary College,St Gabriel's School,Holy Name School,St Stephen's School,St Joseph the Worker School,Maharishi School of the Age of Enlightenment,Reservoir High School-Heidelberg Secondary Teaching Unit,Preston Reservoir Adult Community Education Inc,,,,,,,,
YALLOURN NORTH,Yallourn North Primary School,Somers School Camp-Woorabinda Campus,,,,,,,,,,,,,,,,,,,,,
LAKE TYERS BEACH,Toorloo Arm Primary School,,,,,,,,,,,,,,,,,,,,,,
GIRGARRE,Girgarre Primary School,,,,,,,,,,,,,,,,,,,,,,
YAAPEET,Yaapeet Primary School,,,,,,,,,,,,,,,,,,,,,,
GLADYSDALE,Gladysdale Primary School,,,,,,,,,,,,,,,,,,,,,,
KALLISTA,Kallista Primary School,,,,,,,,,,,,,,,,,,,,,,
ESSENDON NORTH,Essendon North Primary School,,,,,,,,,,,,,,,,,,,,,,
TORRUMBARRY,Welton Primary School,,,,,,,,,,,,,,,,,,,,,,
RED CLIFFS,Red Cliffs Primary School,Red Cliffs East Primary School,Red Cliffs Secondary College,St Joseph's School,,,,,,,,,,,,,,,,,,,
WATTLE GLEN,Wattle Glen Primary School,,,,,,,,,,,,,,,,,,,,,,
HAMPTON PARK,Hampton Park Primary School,River Gum Primary School,Coral Park Primary School,Kilberry Valley Primary School,Hampton Park Secondary College,St Kevin's School,Noble Park English Language School-Casey Campus,,,,,,,,,,,,,,,,
BORONIA,Boronia K-12 College,Boronia West Primary School,Boronia Heights Primary School,Knox Central Primary School,St Joseph's Primary School,,,,,,,,,,,,,,,,,,
ST KILDA EAST,Ripponlea Primary School,Christian Brothers' College,St Mary's School,St Mary's School - Campus 2,Mount Scopus Memorial College - Gandel Besen House Campus,Yeshivah College,Beth Rivkah Ladies College,,,,,,,,,,,,,,,,
NOOJEE,Noojee Primary School,,,,,,,,,,,,,,,,,,,,,,
MONTMORENCY,Montmorency Primary School,Montmorency South Primary School,Montmorency Secondary College,St Francis Xavier's School,,,,,,,,,,,,,,,,,,,
MORIAC,Moriac Primary School,,,,,,,,,,,,,,,,,,,,,,
RINGWOOD NORTH,Ringwood North Primary School,Ringwood Heights Primary School,Holy Spirit School,,,,,,,,,,,,,,,,,,,,
BAYSWATER NORTH,Bayswater North Primary School,,,,,,,,,,,,,,,,,,,,,,
AIRLY,Airly Primary School,,,,,,,,,,,,,,,,,,,,,,
PARKDALE,Parkdale Primary School,Parktone Primary School,St John Vianney's School,,,,,,,,,,,,,,,,,,,,
HUGHESDALE,Hughesdale Primary School,,,,,,,,,,,,,,,,,,,,,,
ASPENDALE,Aspendale Primary School,Yarrabah School,St Louis de Montfort's School,,,,,,,,,,,,,,,,,,,,
ELTHAM NORTH,Eltham North Primary School,Glen Katherine Primary School,St Helena Secondary College,Holy Trinity Primary School,,,,,,,,,,,,,,,,,,,
CROYDON,Yarra Road Primary School,Ainslie Parklands Primary School,Ruskin Park Primary School,Dorset Primary School,Melba Secondary College-Junior Campus,Croydon Community School,Melba Secondary College,Sacred Heart School,Luther College,Croydon Primary School,,,,,,,,,,,,,
MANIFOLD HEIGHTS,Manifold Heights Primary School,Holy Spirit Parish School,,,,,,,,,,,,,,,,,,,,,
NUNGURNER,Nungurner Primary School,,,,,,,,,,,,,,,,,,,,,,
DINGLEY VILLAGE,Dingley Primary School,Kingswood Primary School,St Mark's School,,,,,,,,,,,,,,,,,,,,
CARDROSS,Cardross Primary School,,,,,,,,,,,,,,,,,,,,,,
ALBION,Albion Primary School,St Theresa's School,,,,,,,,,,,,,,,,,,,,,
LEMNOS,Lemnos Primary School,Sirius College - Shepparton Campus,,,,,,,,,,,,,,,,,,,,,
TARWIN LOWER,Tarwin Lower Primary School,,,,,,,,,,,,,,,,,,,,,,
ASHBURTON,Ashburton Primary School,Solway Primary School,St Michael's School,,,,,,,,,,,,,,,,,,,,
BENTLEIGH,Bentleigh West Primary School,Tucker Road Bentleigh Primary School,St Paul's School,Our Lady of the Sacred Heart College,,,,,,,,,,,,,,,,,,,
SEASPRAY,Seaspray Primary School,,,,,,,,,,,,,,,,,,,,,,
ANGLESEA,Anglesea Primary School,,,,,,,,,,,,,,,,,,,,,,
BRIAR HILL,Briar Hill Primary School,Sherbourne Primary School,,,,,,,,,,,,,,,,,,,,,
ZEERUST,Zeerust Primary School,,,,,,,,,,,,,,,,,,,,,,
CLAYTON SOUTH,Clayton South Primary School,Westall Primary School,Westall Secondary College,St Andrew's School,Westall Secondary College-Westall English Language Centre,,,,,,,,,,,,,,,,,,
IVANHOE EAST,Ivanhoe East Primary School,Mother of God School,,,,,,,,,,,,,,,,,,,,,
COBAINS,Cobains Primary School,,,,,,,,,,,,,,,,,,,,,,
MILDURA SOUTH,Mildura South Primary School,,,,,,,,,,,,,,,,,,,,,,
KATANDRA WEST,Katandra West Primary School,,,,,,,,,,,,,,,,,,,,,,
NARRE WARREN,Fleetwood Primary School,Fountain Gate Primary School,Dandenong Valley Special Developmental School,Maramba Primary School,Oatlands Primary School,Fountain Gate Secondary College,Don Bosco School,Trinity Catholic Primary School,,,,,,,,,,,,,,,
SUNNYCLIFFS,Sunnycliffs Primary School,,,,,,,,,,,,,,,,,,,,,,
SEAHOLME,Seaholme Primary School,,,,,,,,,,,,,,,,,,,,,,
SOMERS,Somers Primary School,Somers School Camp,,,,,,,,,,,,,,,,,,,,,
UPWEY,Upwey Primary School,Upwey South Primary School,Upwey High School,,,,,,,,,,,,,,,,,,,,
ROSANNA,Rosanna Primary School,Banyule Primary School,Rosanna Golf Links Primary School,Viewbank College,St Martin of Tours School,Rosanna Golf Links Primary School-Rosanna Golf Links Deaf Facility,,,,,,,,,,,,,,,,,
WANTIRNA SOUTH,Wantirna South Primary School,Knox Gardens Primary School,St Mary's College for the Deaf,Holy Trinity School,Waverley Christian College,The Knox School,,,,,,,,,,,,,,,,,
STRATHMORE,Strathmore Primary School,Strathmore North Primary School,Strathmore Secondary College,St Vincent de Paul's School,SEDA College (Victoria) - AFL Victoria & Cricket Australia Sports Development Program - Strathmore,,,,,,,,,,,,,,,,,,
BALWYN NORTH,Balwyn North Primary School,Greythorn Primary School,Belle Vue Primary School,Boroondara Park Primary School,Balwyn High School,St Bede's School,St Bridget's School,,,,,,,,,,,,,,,,
MOUNT BEAUTY,Mount Beauty Primary School,Mount Beauty Secondary College,,,,,,,,,,,,,,,,,,,,,
NEWBOROUGH,Newborough Primary School,Newborough East Primary School,Lowanna College,Immaculate Heart of Mary School,Lavalla Catholic College - Presentation Campus,,,,,,,,,,,,,,,,,,
TOOTGAROOK,Tootgarook Primary School,,,,,,,,,,,,,,,,,,,,,,
HAMLYN HEIGHTS,Herne Hill Primary School,Hamlyn Banks Primary School,Western Heights Secondary College,Western Heights Secondary College-Quamby Campus,,,,,,,,,,,,,,,,,,,
SELBY,Selby Primary School,,,,,,,,,,,,,,,,,,,,,,
BANDIANA,Bandiana Primary School,,,,,,,,,,,,,,,,,,,,,,
HORSHAM,Horsham West and Haven Primary School,Horsham Special School,Horsham College,St Michael & St John's School,St Brigid's College,Holy Trinity Lutheran School,Horsham Primary School,Horsham Primary School-Rassmussen Road Campus,Horsham College-Baillie Street Campus,,,,,,,,,,,,,,
HAVEN,Horsham West and Haven Primary School-Haven Campus,,,,,,,,,,,,,,,,,,,,,,
RINGWOOD EAST,Eastwood Primary School,Tinternvale Primary School,Tintern Grammar,Avenues Education - Eastern Metropolitan,Eastwood Primary School-Eastwood Deaf Facility,,,,,,,,,,,,,,,,,,
PASCOE VALE SOUTH,Pascoe Vale South Primary School,Antonine College,,,,,,,,,,,,,,,,,,,,,
