GEILSTON BAY,Lindisfarne North Primary School,Australian Christian College Tasmania - Hobart Campus,,,,,,,,,,,,,,,
RISDON VALE,Risdon Vale Primary School,,,,,,,,,,,,,,,,
HOWRAH,Howrah Primary School,Southern Support School,,,,,,,,,,,,,,,
MONTAGU BAY,Montagu Bay Primary School,,,,,,,,,,,,,,,,
LAUDERDALE,Lauderdale Primary School,,,,,,,,,,,,,,,,
SOUTH ARM,South Arm Primary School,,,,,,,,,,,,,,,,
CAMPANIA,Campania District School,,,,,,,,,,,,,,,,
GLEN HUON,Glen Huon Primary School,,,,,,,,,,,,,,,,
FRANKLIN,Franklin Primary School,,,,,,,,,,,,,,,,
BLACKMANS BAY,Blackmans Bay Primary School,Illawarra Primary School,,,,,,,,,,,,,,,
MARGATE,Margate Primary School,Channel Christian School,,,,,,,,,,,,,,,
SNUG,Snug Primary School,,,,,,,,,,,,,,,,
ALONNAH,Bruny Island District School,,,,,,,,,,,,,,,,
CAMBRIDGE,Cambridge Primary School,,,,,,,,,,,,,,,,
EVANDALE,Evandale Primary School,,,,,,,,,,,,,,,,
AVOCA,Avoca Primary School,,,,,,,,,,,,,,,,
BICHENO,Bicheno Primary School,,,,,,,,,,,,,,,,
EAST LAUNCESTON,East Launceston Primary School,Launceston Church Grammar School - Junior Campus,,,,,,,,,,,,,,,
SOUTH LAUNCESTON,Glen Dhu Primary School,,,,,,,,,,,,,,,,
SUMMERHILL,Summerdale Primary School,,,,,,,,,,,,,,,,
TREVALLYN,Trevallyn Primary School,,,,,,,,,,,,,,,,
WAVERLEY,Waverley Primary School,,,,,,,,,,,,,,,,
WEST LAUNCESTON,West Launceston Primary School,,,,,,,,,,,,,,,,
YOUNGTOWN,Youngtown Primary School,,,,,,,,,,,,,,,,
BRIDPORT,Bridport Primary School,,,,,,,,,,,,,,,,
RINGAROOMA,Ringarooma Primary School,,,,,,,,,,,,,,,,
HAGLEY,Hagley Farm Primary School,,,,,,,,,,,,,,,,
ORFORD,Orford Primary School,,,,,,,,,,,,,,,,
SWANSEA,Swansea Primary School,,,,,,,,,,,,,,,,
BRACKNELL,Bracknell Primary School,,,,,,,,,,,,,,,,
PERTH,Perth Primary School,,,,,,,,,,,,,,,,
LONGFORD,Longford Primary School,,,,,,,,,,,,,,,,
WESTBURY,Westbury Primary School,,,,,,,,,,,,,,,,
MOLE CREEK,Mole Creek Primary School,,,,,,,,,,,,,,,,
SHEFFIELD,Sheffield School,,,,,,,,,,,,,,,,
SASSAFRAS,Sassafras Primary School,,,,,,,,,,,,,,,,
EAST DEVONPORT,East Devonport Primary School,Oakwood School - Devonport Campus,,,,,,,,,,,,,,,
FORTH,Forth Primary School,,,,,,,,,,,,,,,,
MIANDETTA,Miandetta Primary School,,,,,,,,,,,,,,,,
SPREYTON,Spreyton Primary School,,,,,,,,,,,,,,,,
WILMOT,Wilmot Primary School,,,,,,,,,,,,,,,,
SPRENT,Sprent Primary School,,,,,,,,,,,,,,,,
WEST ULVERSTONE,West Ulverstone Primary School,,,,,,,,,,,,,,,,
RIANA,Riana Primary School,,,,,,,,,,,,,,,,
PARK GROVE,Burnie Primary School,,,,,,,,,,,,,,,,
MONTELLO,Montello Primary School,,,,,,,,,,,,,,,,
BOAT HARBOUR,Boat Harbour Primary School,,,,,,,,,,,,,,,,
HAVENVIEW,Havenview Primary School,,,,,,,,,,,,,,,,
NATONE,Natone Primary School,,,,,,,,,,,,,,,,
RIDGLEY,Ridgley Primary School,,,,,,,,,,,,,,,,
EDITH CREEK,Edith Creek Primary School,,,,,,,,,,,,,,,,
FOREST,Forest Primary School,,,,,,,,,,,,,,,,
REDPA,Redpa Primary School,,,,,,,,,,,,,,,,
STANLEY,Stanley Primary School,,,,,,,,,,,,,,,,
BAGDAD,Bagdad Primary School,,,,,,,,,,,,,,,,
KEMPTON,Kempton Primary School,,,,,,,,,,,,,,,,
MOLESWORTH,Molesworth Primary School,,,,,,,,,,,,,,,,
WESTERWAY,Westerway Primary School,,,,,,,,,,,,,,,,
STRAHAN,Strahan Primary School,,,,,,,,,,,,,,,,
ZEEHAN,Zeehan Primary School,,,,,,,,,,,,,,,,
HUNTINGFIELD,Tarremah Steiner School,St Aloysius Catholic College,,,,,,,,,,,,,,,
SOMERSET,Australian Christian College Tasmania - Burnie Campus,Somerset Primary School,,,,,,,,,,,,,,,
MORNINGTON,MacKillop Catholic College,,,,,,,,,,,,,,,,
DON,Devonport Christian School,,,,,,,,,,,,,,,,
DODGES FERRY,Dodges Ferry Primary School,,,,,,,,,,,,,,,,
BEACONSFIELD,Beaconsfield Primary School,,,,,,,,,,,,,,,,
AUSTINS FERRY,St Virgil's College,,,,,,,,,,,,,,,,
NICHOLLS RIVULE,Peregrine,,,,,,,,,,,,,,,,
CAPE BARREN ISLAND,Cape Barren Island School,,,,,,,,,,,,,,,,
STOWPORT,Leighland Christian School - Burnie Campus,,,,,,,,,,,,,,,,
NEWNHAM,Australian Christian College Tasmania - Launceston Campus,,,,,,,,,,,,,,,,
ROSNY PARK,Rosny College,,,,,,,,,,,,,,,,
GAGEBROOK,JRLF - Gagebrook Primary School,,,,,,,,,,,,,,,,
HERDSMANS COVE,JRLF - Herdsmans Cove Primary School,,,,,,,,,,,,,,,,
PORT SORELL,Port Sorell Primary School,,,,,,,,,,,,,,,,
WESLEY VALE,Andrews Creek Primary School,,,,,,,,,,,,,,,,
MAYFIELD,East Tamar Primary School,,,,,,,,,,,,,,,,
CHIGWELL,St Francis Flexible Learning Centre,,,,,,,,,,,,,,,,
FINGAL,Scotch Oakburn College - Valley Campus,,,,,,,,,,,,,,,,
GRASSY,Ballarat Clarendon College - King Island Campus,,,,,,,,,,,,,,,,
TOLMANS HILL,St Michael's Collegiate School - Sports Campus,,,,,,,,,,,,,,,,
POATINA,Capstone College,,,,,,,,,,,,,,,,
